LATITUDE,LONGITUDE,source,in_odis,description
-5.3182,-36.7373,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.7521,-40.6964,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-4.9309,-36.3389,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7149,-37.5328,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1454,-37.15,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.7432,-40.754,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-5.2766,-37.0023,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0997,-37.1808,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.6933,-40.6957,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-5.116,-37.2014,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1926,-37.2502,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3155,-36.7399,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3165,-36.7391,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0953,-37.1613,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.3626,-40.4025,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.7654,-40.8128,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-4.7745,-37.6138,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.9908,-37.0244,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1095,-37.1904,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1183,-37.2024,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1676,-37.2365,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.7979,-40.7625,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-5.0605,-37.109,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.9864,-37.0358,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.654,-40.5668,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Trident Energy
-5.3519,-36.7701,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.091,-37.1785,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.7011,-38.5352,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-12.4231,-38.5191,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-11.9285,-37.863,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4155,-38.5175,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-12.1442,-38.4756,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1667,-37.249,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.9218,-37.8739,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3191,-36.739,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3812,-36.865,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1258,-37.1779,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1428,-37.15,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-19.3262,-39.7895,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2251,-36.4921,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.1563,-38.1372,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3683,-38.2004,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-12.3537,-38.188,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-12.5305,-38.4673,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-5.3714,-36.8363,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3858,-36.883,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3842,-36.865,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3948,-36.8993,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.9193,-37.8785,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3885,-36.8876,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0524,-37.0988,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3936,-36.9331,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4387,-40.4244,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3904,-36.8941,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3976,-36.9028,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3484,-38.1881,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-5.4003,-36.9056,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-10.6683,-37.0,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3794,-36.8668,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3859,-36.8777,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-10.6451,-36.9667,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2742,-37.0067,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1754,-37.2513,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.6534,-37.546,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.9576,-38.9046,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3985,-36.9415,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4022,-36.9399,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3726,-36.8148,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.9209,-38.9165,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4013,-36.9435,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4024,-36.9396,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.9474,-38.9055,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4004,-36.9417,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.9384,-38.9072,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3597,-38.1948,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-13.955,-38.8986,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-18.7384,-39.7804,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-12.4144,-38.5114,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-12.4066,-38.5028,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-12.3977,-38.5111,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-11.8578,-37.8328,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.9292,-38.9012,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-3.0909,-38.7936,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3287,-38.1819,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-19.0117,-39.8745,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3418,-38.1801,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-12.4053,-38.3531,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Rio Ventura S.A
-13.9033,-38.8935,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4932,-38.3225,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-12.667,-38.4787,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-13.9226,-38.8943,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.9243,-37.866,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.2012,-38.4923,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.2086,-38.4752,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.5286,-38.4714,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-11.928,-37.8661,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.6262,-38.6531,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-21.5789,-39.8862,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petro Rio Jaguar
-12.0637,-38.0222,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-21.4728,-39.9724,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petro Rio Jaguar
-12.353,-38.53,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-11.9489,-38.0639,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5791,-40.0451,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-24.6308,-42.4344,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5877,-40.045,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5319,-40.133,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-19.3574,-39.7969,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.9239,-37.8646,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.1879,-39.944,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.8415,-37.8151,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.0572,-39.8832,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4144,-38.5174,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-5.3228,-36.7453,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.9158,-65.3585,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.41,-40.0901,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1334,-36.5795,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Macau
-21.9492,-39.7472,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0499,-37.0831,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-21.9583,-39.7505,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-21.9608,-39.743,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2232,-36.4776,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3219,-36.7498,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0856,-37.1942,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
0.9375,-46.2462,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.3885,-36.8806,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0614,-37.1154,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.13,-37.2403,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3922,-36.8895,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-10.6254,-37.0658,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1701,-37.2477,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.9111,-36.4489,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1673,-37.2364,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1734,-37.2463,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3835,-67.5825,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-4.9865,-37.0378,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1755,-37.261,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7385,-37.5489,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.362,-36.7979,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.9601,-67.2219,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.141,-67.2851,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.1842,-37.2536,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3731,-36.8237,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.248,-36.5404,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2999,-67.6981,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.3965,-36.9227,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2044,-66.9613,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.3983,-36.9191,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.5088,-68.0103,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-5.3129,-36.7091,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0938,-37.1521,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3191,-36.7153,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.147,-37.2198,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3241,-36.7486,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-10.689,-37.0725,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.321,-36.748,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7277,-37.5706,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.8654,-36.0964,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-4.7276,-37.5562,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-3.0396,-39.0394,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.8617,-36.1421,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.3611,-36.7979,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.7906,-36.1262,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.1529,-37.2391,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2241,-36.4804,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.7769,-36.1193,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-9.7602,-36.1402,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.0878,-37.1992,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.372,-36.8161,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.8426,-36.1112,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.3731,-36.8274,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2492,-36.5403,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4025,-36.9441,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.8508,-36.0954,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.4012,-36.9444,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.7568,-36.1705,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.3966,-36.944,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1613,-37.3095,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4003,-36.9438,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3967,-36.9317,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.7545,-36.138,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-23.296,-41.2078,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Equinor Brasil
-9.8419,-36.0994,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-23.296,-41.2078,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Equinor Brasil
-4.9,-66.5002,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-23.296,-41.2078,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Equinor Brasil
-12.326,-38.2163,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-23.296,-41.2079,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Equinor Brasil
-11.8585,-37.8334,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3088,-37.6235,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-5.3489,-37.7057,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-11.4336,-36.9942,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3075,-37.6256,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-5.2732,-37.5588,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-11.3885,-37.0479,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.275,-37.5616,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-5.2718,-37.56,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Mandacaru Energia
-12.5746,-38.4277,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2369,-36.5117,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.2328,-36.497,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.3095,-40.3574,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4553,-40.381,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.6407,-38.586,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-22.5613,-40.5394,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5378,-40.4669,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.3964,-40.2992,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-18.8114,-39.912,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-22.3268,-40.2651,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.1175,-38.1725,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.1358,-38.1704,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-18.8945,-39.8838,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-11.8991,-37.9885,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.855,-37.8343,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.1425,-38.1687,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.3444,-38.1863,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-18.8488,-39.8448,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-12.6352,-38.4758,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-19.6014,-39.8369,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame Lagoa Parda
-11.8908,-37.9582,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.5846,-38.6292,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: 3R Candeias  S.A.
-12.4906,-38.2972,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-18.7359,-39.8361,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-12.129,-38.1585,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.091,-37.1882,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0818,-37.1566,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.181,-37.2452,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0806,-37.1632,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1046,-37.2021,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-18.7359,-39.836,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-10.6371,-36.948,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.137,-38.1736,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-25.5148,-42.8245,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.225,-36.4795,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5967,-40.0711,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-19.1868,-39.7268,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Seacrest SPE Cicaré
-22.3748,-40.4175,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3583,-36.7926,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4191,-40.0396,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.489,-40.0763,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4469,-40.0342,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.9003,-38.6864,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4127,-40.0771,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-18.7109,-39.8428,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.5791,-40.046,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.5499,-45.2357,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.504,-40.0792,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4389,-40.0358,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.3956,-40.0407,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.1988,-38.4819,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.3411,-40.0766,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4552,-38.4968,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4508,-40.4117,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-22.4234,-40.0873,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4513,-38.4882,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-11.806,-37.8441,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.4116,-38.5037,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: PetroRecôncavo
-5.0802,-37.1284,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.0273,-36.8581,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1845,-37.2496,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-13.8312,-55.4345,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1602,-37.2946,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3564,-36.7854,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.1279,-37.2118,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3705,-36.8147,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3573,-36.7882,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.37,-36.823,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.6081,-35.8764,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-4.7295,-37.5598,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7312,-37.5417,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.6342,-35.9074,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-4.7349,-37.5453,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-9.6078,-35.8829,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Origem Alagoas
-5.3174,-36.7348,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-10.6292,-36.9338,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3565,-36.7926,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7602,-37.5741,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.3195,-36.7255,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4526,-37.5126,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-5.4637,-37.5966,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-19.8688,-39.6223,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-4.7971,-37.4954,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-12.527,-38.2486,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-19.931,-39.6238,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-5.4804,-37.5852,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-9.1752,-35.3808,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-12.3483,-38.197,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: SPE Miranga
-12.5039,-38.2092,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-5.4723,-37.5916,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-5.4762,-37.5904,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Imetame
-12.4793,-38.333,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-21.2694,-40.075,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-12.5583,-38.5779,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: None
-4.6475,-37.3002,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
-2.9646,-39.0036,ANP_Industrial_Area,False,Região: Desconhecido | Operadora: Petrobras
