PLATFORM_NUMBER,LATITUDE,LONGITUDE,radius_km,source,in_odis,description
Projeto_Azul_Gliders,-24.5,-43.5,250,Projeto_Azul_Shell,False,Área massiva de Dark Data: Monitoramento contínuo via Gliders (Não federado)
